dosage_form,extraction_steps,api_stability,target_concentration,hist_rsd_precision,hist_r2_linearity,hist_recovery_accuracy,system_suitability_tailing,system_suitability_resolution,elution_type,run_time_minutes,full_validation_required
api_powder,1,7.7,0.647,0.367,0.999721,98.96,0.89,2.92,isocratic,12.9,0
cream,3,3.7,1.62,1.272,0.995411,99.1,1.03,3.18,isocratic,15.6,0
coated_tablet,3,3.5,0.42,1.063,0.99999,99.82,0.8,1.92,isocratic,27.1,0
cream,2,3.5,7.988,0.414,0.999951,100.9,1.26,1.95,isocratic,10.8,0
api_powder,2,9.8,3.786,0.541,0.999916,99.65,0.92,2.17,gradient,15.5,0
coated_tablet,1,1.1,2.088,0.611,0.999887,99.45,0.89,3.0,isocratic,14.7,0
api_powder,0,6.0,0.119,0.498,0.996994,100.63,0.8,2.94,isocratic,31.3,0
api_powder,1,6.1,2.094,1.253,0.999986,99.97,0.87,1.52,isocratic,22.4,0
api_powder,0,9.1,6.143,0.645,0.999569,99.83,0.92,1.85,isocratic,6.4,0
cream,1,6.5,2.018,0.611,0.99977,100.03,1.22,0.97,isocratic,17.8,1
suspension,1,8.9,2.259,0.45,0.999967,99.2,0.9,2.14,isocratic,7.5,0
suspension,1,5.0,2.968,0.249,0.99999,101.0,0.93,2.4,isocratic,5.2,0
suspension,2,7.7,0.7,1.027,0.999759,98.17,1.65,2.53,gradient,7.1,1
suspension,3,1.4,0.653,1.579,0.999712,100.24,1.2,2.55,isocratic,10.0,0
suspension,4,2.0,1.153,0.435,0.999958,99.37,1.2,2.81,gradient,25.3,0
suspension,3,5.1,0.78,0.767,0.999811,100.65,1.46,2.22,isocratic,10.3,0
suspension,0,2.5,4.739,0.266,0.99999,98.92,1.06,2.11,isocratic,19.3,0
cream,3,3.5,0.833,1.268,0.999571,100.15,0.97,2.35,gradient,21.9,0
suspension,3,5.9,2.585,1.221,0.99999,100.44,1.14,2.46,isocratic,5.7,0
coated_tablet,2,3.3,1.71,0.31,0.997391,99.42,1.17,2.63,isocratic,7.6,0
coated_tablet,1,4.6,0.636,0.772,0.998319,100.21,1.03,1.46,isocratic,7.4,1
cream,1,6.5,1.721,0.745,0.99999,100.05,0.88,2.64,isocratic,10.7,0
suspension,4,8.8,1.032,0.81,0.999583,101.84,1.32,2.66,isocratic,9.0,1
coated_tablet,4,6.2,1.281,0.235,0.999935,98.87,0.8,2.58,isocratic,10.0,0
suspension,2,1.4,0.617,0.344,0.998825,101.64,2.08,2.48,isocratic,13.9,1
suspension,2,2.4,0.898,0.331,0.999138,100.18,1.05,2.75,isocratic,31.2,0
suspension,1,5.4,1.107,0.345,0.99999,100.37,0.99,2.18,isocratic,25.1,0
coated_tablet,2,4.8,1.876,0.803,0.999692,101.58,0.8,2.6,isocratic,6.3,0
api_powder,2,6.8,0.813,0.623,0.99999,98.96,1.17,2.66,isocratic,13.0,0
coated_tablet,1,2.5,0.392,0.78,0.99999,101.41,1.08,3.24,isocratic,16.9,0
suspension,2,6.9,0.916,0.626,0.999973,99.84,1.11,2.27,isocratic,17.9,0
coated_tablet,2,6.8,0.744,0.411,0.999964,98.99,1.13,2.14,isocratic,19.0,0
coated_tablet,2,7.7,1.207,0.289,0.999642,99.94,0.89,3.18,isocratic,13.4,0
cream,0,5.9,0.545,0.328,0.997989,99.58,0.83,2.42,gradient,30.8,0
cream,1,5.5,0.186,1.172,0.999942,99.37,1.3,1.95,gradient,13.8,1
api_powder,1,6.5,1.314,1.982,0.999829,99.03,1.12,1.94,gradient,9.4,0
suspension,3,1.2,0.616,2.104,0.99999,99.71,1.17,1.99,isocratic,41.5,1
api_powder,0,2.3,0.468,0.915,0.99714,99.19,1.01,2.13,gradient,19.0,0
api_powder,1,9.3,1.224,0.488,0.99999,100.17,1.49,1.7,isocratic,20.3,0
cream,3,6.8,1.851,1.127,0.999974,101.36,1.57,2.13,gradient,4.2,1
coated_tablet,2,4.5,1.33,0.391,0.998501,100.82,1.26,1.98,isocratic,11.8,0
api_powder,2,3.4,1.79,0.39,0.999923,100.0,1.25,2.86,isocratic,10.6,0
coated_tablet,2,4.0,2.134,0.486,0.999972,99.44,1.24,2.55,isocratic,13.3,0
api_powder,2,8.5,1.198,1.362,0.99956,98.5,1.18,2.44,isocratic,13.8,0
api_powder,1,8.2,1.22,0.74,0.99999,99.45,1.08,2.72,isocratic,11.2,0
coated_tablet,1,3.0,0.782,0.384,0.99999,99.84,1.21,2.06,isocratic,8.6,0
suspension,3,8.2,1.808,0.316,0.99999,100.4,0.94,1.69,isocratic,14.4,1
coated_tablet,1,7.8,0.333,0.451,0.999805,101.46,0.95,1.8,isocratic,17.9,0
coated_tablet,2,3.8,1.34,0.118,1.0,99.93,1.13,1.82,isocratic,9.6,0
coated_tablet,0,2.4,1.56,0.515,0.997019,100.25,1.13,2.14,isocratic,9.1,0
cream,0,5.7,1.125,0.569,0.99981,98.44,0.86,2.63,isocratic,9.4,0
coated_tablet,2,7.6,2.87,0.844,0.999456,99.73,1.69,2.33,isocratic,9.4,0
coated_tablet,2,1.6,0.423,0.312,0.99999,99.56,1.1,2.62,gradient,21.6,0
api_powder,2,3.3,1.938,0.27,0.999227,100.31,0.8,1.53,isocratic,10.0,0
api_powder,0,4.5,0.84,0.499,1.0,99.17,0.94,2.79,isocratic,13.3,0
suspension,1,8.0,3.098,0.928,0.99999,100.71,0.95,2.32,gradient,41.3,1
cream,2,1.0,1.904,0.401,0.999975,98.42,0.8,1.84,isocratic,14.6,1
suspension,4,6.3,0.484,0.466,0.99999,99.52,1.59,2.61,isocratic,8.0,0
cream,3,8.7,0.715,0.69,0.99999,99.09,1.19,2.51,gradient,11.8,1
api_powder,1,6.7,1.073,0.879,0.99999,98.92,1.51,2.72,gradient,9.8,0
cream,1,9.9,1.479,0.766,0.999488,101.61,1.31,3.03,gradient,12.8,1
coated_tablet,1,3.2,0.506,0.627,0.997823,101.66,1.2,1.53,isocratic,13.6,0
suspension,2,8.4,1.212,0.745,0.99999,100.65,1.1,1.8,isocratic,8.0,0
api_powder,4,8.0,0.18,0.91,0.998944,101.06,1.58,1.88,isocratic,13.3,1
cream,3,4.0,1.14,1.047,0.992441,99.02,0.8,2.84,isocratic,18.6,1
coated_tablet,2,4.7,1.63,0.444,1.0,99.94,1.17,2.39,isocratic,15.8,0
coated_tablet,2,9.8,2.484,0.442,0.999836,98.33,1.21,2.11,gradient,10.7,1
coated_tablet,2,7.4,2.364,0.571,0.999927,99.27,1.42,2.29,gradient,7.3,0
cream,2,2.4,0.692,1.792,0.997687,100.27,1.57,2.6,isocratic,13.3,1
cream,1,7.9,1.122,0.97,0.999987,100.37,1.28,2.33,gradient,4.2,0
api_powder,0,3.2,0.74,0.586,0.999354,100.33,1.36,2.36,gradient,10.2,0
suspension,3,5.5,5.921,0.931,0.99999,98.72,0.91,1.95,gradient,12.9,1
coated_tablet,2,4.9,0.56,0.287,1.0,100.14,0.87,2.95,isocratic,9.7,0
cream,1,4.5,1.313,0.783,0.999192,98.49,1.03,2.97,isocratic,34.9,1
cream,0,1.5,0.766,0.275,0.998729,99.22,1.75,1.83,gradient,17.9,1
suspension,0,2.4,0.452,0.701,0.999089,98.83,0.94,1.62,isocratic,20.7,0
api_powder,2,5.0,0.935,0.637,0.999836,100.27,1.32,1.82,gradient,16.1,0
coated_tablet,4,1.5,2.687,0.432,0.996243,99.59,1.09,2.34,gradient,15.4,0
suspension,2,4.9,1.04,0.538,0.998819,100.85,1.25,1.97,isocratic,24.4,0
coated_tablet,0,1.1,0.64,0.181,1.0,99.78,1.15,2.69,isocratic,11.3,0
cream,1,8.9,0.56,0.624,0.99999,99.82,0.8,2.45,isocratic,9.3,0
coated_tablet,0,6.0,0.855,0.67,0.999936,99.26,1.19,2.28,isocratic,12.5,0
coated_tablet,2,4.5,1.05,0.894,0.995946,100.49,1.38,2.98,isocratic,8.7,0
api_powder,4,5.3,0.819,0.202,0.99999,101.41,1.37,1.93,gradient,16.9,1
coated_tablet,2,3.2,2.021,0.34,0.999325,98.78,1.85,2.17,gradient,25.6,0
coated_tablet,2,2.4,0.555,2.318,0.999521,99.04,1.06,2.39,isocratic,20.3,0
coated_tablet,1,7.9,1.174,0.317,0.999455,100.42,1.14,3.14,gradient,23.1,0
coated_tablet,1,6.4,3.051,0.609,0.999815,99.29,0.96,2.85,gradient,25.3,0
coated_tablet,2,5.7,1.068,0.709,0.99999,100.58,0.93,2.63,isocratic,12.8,0
coated_tablet,4,9.1,1.161,0.365,0.999218,99.78,1.04,2.25,gradient,9.8,0
suspension,2,8.8,0.914,0.332,0.999967,99.8,0.9,2.56,gradient,7.9,0
cream,2,7.2,0.609,0.595,0.999971,99.46,0.84,2.47,gradient,7.5,0
coated_tablet,0,3.4,1.98,0.303,1.0,99.68,1.06,2.4,isocratic,13.9,0
cream,2,9.3,1.023,0.439,0.99999,97.93,0.96,2.88,isocratic,8.7,1
coated_tablet,1,5.8,4.555,0.463,0.99999,100.01,1.17,2.2,isocratic,10.9,0
coated_tablet,2,9.9,0.371,0.643,0.99999,101.01,0.81,2.81,isocratic,25.5,0
coated_tablet,2,3.3,0.833,0.352,0.999928,101.01,1.54,1.38,gradient,7.8,1
api_powder,1,4.9,1.97,0.537,1.0,100.41,0.99,2.47,isocratic,10.4,0
cream,1,9.6,0.317,1.57,0.99994,99.98,1.3,1.85,gradient,48.9,1
cream,4,4.8,0.71,1.412,0.990996,99.15,1.35,2.33,isocratic,13.3,1
coated_tablet,2,1.6,0.946,0.72,0.99991,100.28,1.56,2.18,isocratic,11.1,0
suspension,0,4.1,1.454,0.5,0.99999,99.28,1.86,2.67,isocratic,17.4,0
suspension,2,5.6,1.377,0.695,0.999981,100.02,1.29,1.94,isocratic,24.2,0
cream,3,3.9,2.0,1.478,0.993085,99.25,1.33,2.95,isocratic,14.0,1
coated_tablet,1,7.8,1.313,0.754,0.99999,100.06,1.31,3.13,gradient,13.0,0
suspension,2,7.7,1.449,0.755,0.999428,100.15,1.16,2.2,isocratic,3.0,0
coated_tablet,1,9.0,0.176,0.537,0.999663,98.55,0.93,2.69,gradient,17.0,0
suspension,2,6.0,1.399,0.355,0.999981,99.04,1.75,1.58,isocratic,7.8,0
suspension,0,1.5,7.734,0.307,0.999892,100.71,0.8,2.32,isocratic,8.6,0
coated_tablet,1,8.6,1.082,0.411,0.999735,98.06,1.61,3.01,isocratic,13.2,1
api_powder,3,8.1,1.513,1.57,0.998788,99.78,1.13,2.68,gradient,7.5,1
coated_tablet,2,5.9,0.843,0.341,0.99999,99.93,1.75,2.25,gradient,10.0,0
suspension,0,7.3,1.744,0.656,0.99997,100.85,1.17,2.47,isocratic,10.1,0
coated_tablet,1,7.4,1.261,0.763,0.999917,99.98,1.08,2.99,isocratic,22.2,0
cream,4,7.9,1.93,0.324,0.999671,100.31,0.97,1.54,gradient,25.1,1
coated_tablet,0,3.7,0.382,0.494,0.999913,100.58,1.06,1.73,isocratic,8.6,0
coated_tablet,1,2.0,1.207,0.4,0.999959,101.77,0.96,2.02,isocratic,29.8,0
suspension,3,1.2,0.592,0.331,0.998906,100.87,0.84,2.42,gradient,6.5,0
coated_tablet,2,7.5,0.89,0.237,0.99999,99.28,1.15,1.91,gradient,8.7,1
coated_tablet,0,4.2,0.722,0.254,0.99999,100.59,1.63,1.47,gradient,11.3,0
suspension,2,6.7,0.55,1.005,0.999955,98.32,0.99,2.23,isocratic,6.5,0
suspension,2,8.9,1.908,0.504,0.999845,99.69,1.39,2.5,gradient,14.4,1
cream,3,4.7,0.59,1.587,0.997521,98.64,0.96,3.09,isocratic,11.8,1
coated_tablet,4,2.2,0.589,0.086,0.999768,99.56,1.37,2.9,isocratic,34.7,0
cream,3,6.2,3.338,0.561,0.999944,99.05,0.87,2.84,isocratic,12.0,0
suspension,2,7.0,0.37,0.333,0.99999,100.15,1.23,2.02,isocratic,9.9,0
cream,1,9.6,2.315,0.563,0.999892,98.72,0.93,2.52,gradient,7.3,1
cream,1,8.1,1.011,0.493,0.999108,98.68,0.97,2.87,isocratic,9.7,0
coated_tablet,2,2.9,0.98,0.648,0.998768,100.91,1.0,2.54,isocratic,12.9,0
api_powder,2,9.7,0.245,1.062,0.99991,100.13,0.95,2.2,isocratic,5.1,0
coated_tablet,1,9.5,0.811,1.255,0.999934,99.97,0.9,2.33,isocratic,9.4,0
cream,3,2.4,1.58,0.506,0.999762,100.7,0.91,1.98,isocratic,17.9,0
suspension,1,1.7,3.818,1.349,0.99999,101.94,1.17,2.79,gradient,10.3,0
suspension,4,3.7,0.929,0.402,0.999807,98.68,1.87,2.61,isocratic,10.8,0
coated_tablet,0,8.1,0.499,0.718,0.99999,99.85,1.35,3.04,isocratic,16.1,0
api_powder,2,2.6,1.46,0.107,0.999061,99.72,1.12,3.07,isocratic,6.4,0
coated_tablet,2,3.5,0.377,0.6,0.998801,99.92,1.3,1.43,isocratic,28.4,0
coated_tablet,1,4.1,0.681,0.568,0.999626,100.94,0.91,3.05,isocratic,11.0,0
api_powder,2,6.1,3.541,0.627,0.99999,97.6,0.8,1.96,isocratic,18.3,1
cream,0,1.1,1.185,0.393,0.999972,99.13,1.13,1.64,isocratic,19.9,0
suspension,1,3.0,1.677,0.313,0.999274,99.59,0.95,2.02,gradient,17.0,0
suspension,0,9.0,0.467,0.715,0.999685,98.71,1.33,2.67,isocratic,7.3,0
cream,1,3.7,2.18,0.206,0.999943,99.53,1.0,2.07,gradient,26.6,0
coated_tablet,0,5.0,1.56,0.232,1.0,100.32,1.57,2.32,isocratic,10.4,0
suspension,4,2.0,2.512,0.927,0.999983,100.45,1.16,1.62,gradient,14.2,0
suspension,0,4.5,3.074,0.603,0.999983,100.56,1.02,2.15,gradient,10.4,0
coated_tablet,0,7.9,0.607,1.958,0.999806,99.8,1.03,2.38,isocratic,28.4,0
cream,1,9.2,2.901,0.241,0.997106,100.4,1.19,1.31,isocratic,8.7,1
api_powder,1,5.2,0.84,0.986,0.999965,101.2,1.51,2.3,gradient,25.1,0
cream,1,3.2,1.778,1.358,0.99999,101.35,0.94,1.75,gradient,29.3,1
cream,3,4.7,0.636,0.641,0.999983,98.99,1.08,2.49,gradient,9.4,0
suspension,3,8.5,0.252,0.327,0.999466,99.94,1.01,3.02,isocratic,13.3,0
coated_tablet,4,3.9,2.698,1.576,0.999323,99.77,1.09,2.23,isocratic,3.7,0
api_powder,2,7.9,1.082,0.332,0.999628,99.62,1.56,2.76,gradient,12.0,0
coated_tablet,0,1.1,0.92,0.52,0.999873,98.47,1.19,2.76,isocratic,11.3,0
cream,2,10.0,1.234,1.447,0.99999,100.92,0.95,2.92,isocratic,32.0,1
coated_tablet,0,3.2,1.36,0.808,0.999083,100.11,1.64,2.17,isocratic,10.9,0
cream,1,7.3,3.802,0.353,0.99999,102.4,1.38,2.53,gradient,6.6,1
coated_tablet,1,1.3,0.564,0.939,0.999971,98.59,0.92,3.23,gradient,10.9,0
suspension,2,3.6,0.999,0.64,0.999895,100.18,0.8,2.13,isocratic,8.7,0
cream,2,8.3,0.475,0.994,0.999572,98.2,0.8,3.46,gradient,19.4,1
coated_tablet,3,3.4,0.868,0.818,0.99999,99.86,0.9,1.84,isocratic,12.4,0
cream,2,3.7,3.288,0.327,0.999919,99.63,1.8,2.56,gradient,15.2,1
coated_tablet,2,2.3,1.179,0.367,0.99999,99.13,1.61,2.15,isocratic,25.0,0
coated_tablet,2,1.1,1.739,0.303,0.999941,100.44,1.13,2.78,gradient,18.4,0
suspension,1,7.1,0.5,0.581,0.999051,99.43,0.89,2.98,isocratic,14.8,0
suspension,1,3.5,0.632,0.573,0.999933,100.94,1.07,2.13,isocratic,11.7,0
suspension,2,6.7,0.515,0.481,0.999725,101.17,0.94,0.79,isocratic,20.7,1
cream,1,7.6,0.977,0.887,0.999989,101.53,0.9,2.3,gradient,10.0,1
cream,2,1.2,1.682,1.258,0.99999,101.29,1.05,1.86,isocratic,14.3,1
api_powder,0,4.1,0.405,0.972,0.999943,99.87,0.8,2.03,isocratic,8.5,0
coated_tablet,2,7.5,2.278,0.475,0.99999,100.52,1.14,2.39,gradient,5.8,0
cream,1,4.4,0.366,0.544,0.99999,101.27,1.04,1.25,isocratic,16.7,1
api_powder,3,8.6,0.455,0.999,0.999914,100.89,1.68,2.07,gradient,3.8,0
coated_tablet,1,4.9,0.68,0.186,0.997355,99.89,1.09,1.88,isocratic,11.9,0
coated_tablet,2,3.1,0.833,0.321,0.999985,100.33,0.89,2.21,gradient,6.6,0
api_powder,1,9.5,0.713,0.92,0.999963,99.59,1.28,1.61,isocratic,4.3,0
cream,2,7.5,0.24,0.265,0.999947,98.61,0.85,2.04,isocratic,9.8,0
api_powder,0,5.4,2.7,0.254,0.99999,99.95,0.8,2.34,isocratic,12.9,0
cream,0,9.3,2.525,0.439,0.99999,100.23,1.75,3.06,isocratic,11.3,1
api_powder,1,4.2,2.23,1.909,0.999973,100.01,0.98,1.97,gradient,6.3,0
cream,1,6.9,2.506,0.844,0.999951,100.88,1.49,2.99,isocratic,39.6,0
suspension,4,1.7,0.907,0.484,0.998226,101.44,0.8,2.45,gradient,15.9,1
coated_tablet,1,4.2,1.62,0.206,0.99999,99.51,0.88,2.21,gradient,5.6,0
suspension,0,9.1,1.79,0.335,0.999478,100.23,0.9,2.72,isocratic,18.5,0
cream,1,7.3,1.928,0.173,0.999692,98.85,1.23,2.86,isocratic,10.6,0
suspension,3,2.8,1.523,1.059,0.999954,101.4,0.95,0.99,gradient,18.1,1
coated_tablet,2,3.0,1.2,0.712,0.999608,99.61,1.15,3.3,isocratic,12.5,0
cream,0,3.2,0.699,0.521,0.99999,99.87,1.25,2.42,isocratic,11.4,0
cream,3,1.3,0.609,0.196,0.99999,99.44,1.01,2.42,isocratic,7.4,0
api_powder,1,3.0,1.42,0.514,1.0,99.58,1.1,2.05,isocratic,8.1,0
suspension,4,8.3,1.664,0.46,0.999143,97.65,1.08,2.09,gradient,24.2,1
coated_tablet,3,1.8,0.428,1.022,0.999644,101.77,1.0,2.45,isocratic,7.3,0
cream,3,3.1,1.056,0.379,0.999886,100.64,1.1,3.36,isocratic,4.4,0
cream,1,8.1,0.772,0.607,0.999745,99.18,1.33,1.86,isocratic,10.1,1
api_powder,1,4.6,1.4,0.513,1.0,99.98,1.24,1.97,isocratic,12.8,0
suspension,1,3.5,0.209,0.981,0.999895,99.18,1.32,1.47,gradient,11.9,0
coated_tablet,4,5.9,1.92,0.489,0.999833,99.55,0.91,2.62,gradient,10.7,0
coated_tablet,3,4.2,0.496,0.857,0.99999,99.61,1.36,2.67,isocratic,9.6,0
cream,1,6.6,1.279,0.273,0.998423,100.17,1.39,2.45,gradient,8.5,0
api_powder,1,1.0,1.36,0.955,0.997871,100.06,1.26,2.66,isocratic,11.2,0
api_powder,1,5.4,0.657,0.707,0.99999,98.94,1.28,2.2,gradient,25.1,0
suspension,1,9.1,2.394,0.486,0.998972,100.62,1.04,2.13,gradient,9.3,0
coated_tablet,0,8.3,1.291,1.098,0.999985,99.2,1.15,2.72,gradient,6.1,0
suspension,2,7.0,0.879,1.435,0.999581,101.09,1.23,1.91,isocratic,14.7,0
cream,4,7.5,0.886,0.576,0.99999,98.66,0.98,2.36,isocratic,11.1,1
api_powder,1,6.8,0.865,0.805,0.999027,100.18,1.04,1.8,isocratic,7.2,0
coated_tablet,2,1.9,0.453,0.563,0.999985,99.53,1.17,1.78,gradient,10.3,0
cream,0,7.5,0.165,0.325,0.999581,100.31,0.92,2.31,gradient,13.0,0
suspension,1,3.4,0.756,1.361,0.999752,100.48,1.27,2.23,isocratic,16.6,0
coated_tablet,2,2.6,1.553,0.616,0.999748,100.68,1.38,2.53,gradient,8.5,0
coated_tablet,2,5.5,0.674,0.382,0.99999,100.75,0.8,2.16,isocratic,12.4,0
api_powder,2,9.3,1.392,0.863,0.999865,99.18,1.05,2.58,gradient,13.2,0
suspension,1,7.8,0.844,0.742,0.99815,100.61,0.8,2.34,gradient,11.8,0
cream,1,8.0,0.145,0.541,0.99999,99.13,1.05,2.23,gradient,10.1,0
api_powder,4,6.1,1.094,0.252,0.999637,100.47,1.4,2.2,gradient,10.2,0
api_powder,2,8.8,2.399,0.481,0.99999,101.74,1.45,1.44,isocratic,11.7,1
cream,3,2.7,0.56,1.073,0.992994,99.52,0.99,2.8,isocratic,21.4,0
suspension,1,4.6,2.332,0.129,0.99994,99.69,1.67,2.34,gradient,12.9,0
suspension,3,9.3,1.664,0.561,0.998408,100.54,0.89,2.54,isocratic,10.5,0
api_powder,2,4.2,1.22,0.8,1.0,101.2,1.3,2.57,isocratic,12.9,0
coated_tablet,1,3.6,1.45,0.61,0.997007,100.4,0.91,2.67,isocratic,17.9,0
suspension,4,5.4,0.766,1.072,0.999837,100.06,1.09,2.14,isocratic,7.0,0
cream,4,4.7,0.58,0.837,0.999886,99.99,0.82,3.0,isocratic,7.2,0
coated_tablet,2,6.5,1.113,0.694,0.999928,99.46,0.87,2.01,gradient,24.7,0
coated_tablet,2,7.4,1.141,0.856,0.998734,99.4,0.94,2.04,isocratic,9.8,0
api_powder,2,6.2,0.48,0.88,0.99999,100.32,0.93,1.64,gradient,11.1,0
api_powder,2,2.5,1.43,0.811,0.996418,99.49,1.07,2.34,isocratic,10.2,0
cream,4,1.8,1.31,0.778,0.992871,98.16,1.16,2.5,isocratic,18.1,1
cream,3,1.2,1.15,1.256,0.994094,98.88,1.29,3.64,isocratic,13.9,1
api_powder,1,9.2,1.544,0.65,0.998866,100.61,0.99,2.82,gradient,11.7,0
suspension,2,9.7,3.562,0.748,0.999902,100.3,1.03,1.8,isocratic,12.5,0
cream,3,5.7,1.245,0.441,0.999942,96.62,0.84,2.37,gradient,6.7,1
coated_tablet,3,2.7,1.876,0.472,0.99999,98.22,1.07,1.64,gradient,28.5,1
suspension,1,7.0,2.154,1.335,0.99999,98.82,1.01,2.34,isocratic,12.6,0
coated_tablet,1,8.6,1.062,0.554,0.999664,99.65,1.33,1.94,gradient,17.0,0
cream,1,3.1,0.99,0.808,0.99999,101.94,1.14,2.51,gradient,30.6,1
cream,4,6.9,0.782,1.474,0.999674,100.53,1.3,2.29,gradient,17.3,0
coated_tablet,2,1.3,0.802,0.425,0.999829,99.92,1.02,2.6,gradient,6.9,0
coated_tablet,0,10.0,3.15,0.239,0.99972,99.32,1.4,2.65,isocratic,10.8,0
cream,2,8.2,3.418,1.441,0.999128,100.29,0.92,1.89,isocratic,16.6,1
coated_tablet,2,3.1,0.322,0.681,0.999494,98.73,0.94,2.32,gradient,21.4,0
suspension,1,5.5,1.669,0.478,0.999781,98.9,1.28,2.76,isocratic,11.8,0
coated_tablet,2,7.3,0.593,0.464,0.99999,98.77,0.96,2.33,isocratic,24.8,0
coated_tablet,2,6.0,1.374,0.352,0.99999,101.07,0.8,2.37,gradient,9.8,0
suspension,2,5.5,0.877,0.487,0.999914,98.44,0.89,1.28,isocratic,29.7,1
coated_tablet,1,9.2,0.689,0.694,0.999739,98.72,0.9,1.44,gradient,6.8,1
coated_tablet,2,6.2,2.856,0.503,0.999949,99.52,1.03,1.09,isocratic,9.8,0
api_powder,1,8.9,0.204,0.308,0.999606,101.03,0.8,2.82,isocratic,12.1,0
suspension,2,6.6,0.693,1.454,0.999984,100.12,0.97,2.42,gradient,8.7,0
coated_tablet,2,5.3,5.695,0.423,0.999978,99.5,1.2,1.87,isocratic,10.2,0
cream,1,3.3,0.643,0.622,0.999984,101.27,0.8,1.39,gradient,8.9,1
api_powder,3,1.9,1.181,1.788,0.999946,100.57,1.51,1.8,gradient,7.9,1
coated_tablet,2,9.8,4.356,1.153,0.99999,100.52,0.87,2.21,isocratic,16.1,0
coated_tablet,0,6.1,1.99,0.243,0.998301,101.25,0.93,1.89,gradient,6.4,1
suspension,1,4.2,2.246,0.862,0.99999,99.68,1.0,2.15,gradient,12.8,0
coated_tablet,2,1.0,0.173,1.412,0.999827,100.37,0.8,2.3,gradient,8.6,0
cream,1,7.5,0.441,0.593,0.999659,98.16,1.01,2.01,isocratic,12.2,1
cream,3,1.7,1.6,1.364,0.992932,99.87,1.29,3.29,isocratic,10.4,1
api_powder,1,8.3,0.901,0.577,0.998376,100.24,1.26,2.74,isocratic,8.2,0
suspension,2,9.7,0.616,0.853,0.999827,100.09,1.05,2.23,isocratic,33.0,0
suspension,1,2.6,1.391,0.405,0.999629,99.12,0.99,2.63,isocratic,21.1,0
suspension,1,4.9,0.233,0.607,0.999794,101.02,0.93,1.9,gradient,7.5,0
coated_tablet,3,8.7,1.629,0.266,0.999959,99.63,1.34,3.95,isocratic,4.1,0
cream,2,2.8,0.753,0.305,0.99999,99.57,1.01,1.54,isocratic,7.0,0
coated_tablet,2,6.5,2.653,0.784,0.99994,99.57,1.26,1.37,gradient,17.8,1
cream,2,4.2,0.443,0.63,0.99999,99.7,1.4,2.9,isocratic,21.3,0
coated_tablet,2,8.2,0.762,0.568,0.999798,98.53,1.29,1.95,gradient,17.8,1
cream,2,9.1,0.919,0.476,0.999725,99.72,1.17,1.74,isocratic,18.0,1
suspension,1,9.2,1.475,0.363,0.99999,99.45,1.16,1.88,gradient,32.1,1
suspension,2,8.4,2.007,0.421,0.99999,98.63,0.91,2.31,isocratic,13.2,0
coated_tablet,1,5.9,0.24,0.2,0.99999,101.02,1.26,1.83,isocratic,16.7,0
suspension,4,4.3,0.504,1.434,0.999544,101.21,1.09,1.79,isocratic,10.6,1
api_powder,1,1.7,0.652,0.797,0.99992,100.0,1.4,2.7,gradient,14.3,0
suspension,1,1.8,6.036,1.017,0.999173,99.89,2.01,2.2,gradient,9.6,0
coated_tablet,1,1.4,0.932,0.296,0.99994,100.93,1.79,2.62,isocratic,25.1,0
suspension,0,3.5,2.985,0.305,0.999951,101.54,0.96,2.13,gradient,18.7,0
coated_tablet,0,6.9,2.488,0.785,0.99999,99.4,1.3,2.21,isocratic,3.4,0
cream,1,1.4,1.227,0.683,0.999906,99.86,0.95,2.13,isocratic,5.2,0
coated_tablet,3,2.0,2.551,1.032,0.99999,99.8,1.26,1.22,isocratic,28.3,0
coated_tablet,1,6.2,2.618,0.958,0.99999,101.92,1.84,1.95,isocratic,25.2,0
cream,3,2.7,1.501,0.21,0.999532,99.91,1.07,2.74,gradient,6.4,0
api_powder,2,5.9,3.012,1.89,0.999951,99.14,1.16,1.86,gradient,24.4,1
coated_tablet,4,8.1,2.112,1.712,0.99999,101.78,1.23,1.75,isocratic,13.1,1
api_powder,2,8.4,0.791,0.957,0.999938,99.89,1.31,2.67,gradient,15.2,0
coated_tablet,1,6.7,2.601,0.355,0.99999,100.59,1.77,2.64,gradient,17.6,0
coated_tablet,1,1.1,3.016,0.388,0.999203,100.19,1.03,2.68,gradient,14.6,0
suspension,1,3.3,1.102,0.777,0.997739,100.46,1.13,2.56,gradient,7.4,0
suspension,2,2.0,1.503,0.278,0.999957,98.39,1.16,2.52,isocratic,15.1,0
coated_tablet,1,2.4,1.09,0.522,1.0,100.3,1.43,2.87,isocratic,10.2,0
coated_tablet,1,7.7,1.709,1.488,0.999813,98.5,1.08,2.52,gradient,11.0,0
api_powder,3,6.3,0.33,1.417,0.99999,97.85,1.17,1.82,gradient,6.1,1
api_powder,0,6.3,0.755,0.497,0.999716,100.95,0.95,1.62,gradient,18.3,0
suspension,3,7.6,0.4,0.823,0.99999,99.78,1.46,1.88,isocratic,12.6,0
cream,0,6.0,0.529,0.65,0.999909,100.24,0.95,2.23,isocratic,7.0,0
api_powder,0,2.7,1.33,0.636,0.999969,99.0,0.82,2.67,isocratic,7.6,0
coated_tablet,2,1.2,1.767,0.278,0.99999,100.73,1.11,2.53,isocratic,7.8,0
api_powder,0,3.9,1.78,0.479,1.0,99.87,1.41,2.38,isocratic,11.4,0
